uuid;quantity;unit;name;category
cb369a7d5b20b4bfb427;1;tbsp;golden syrup sugar;Bakery
5abd684ef293eb899341;2;tbsp;golden syrup sugar;Bakery
66c0531c06a9f27a851a;1;tbsp;honey;Bakery
755985659b42a5effc69;175;g;light brown sugar;Bakery
cb369a7d5b20b4bfb427;75;g;light brown sugar;Bakery
9f28504dfe4ea469ead6;100;g;light brown sugar;Bakery
78618932bf1e6eb7049d;50;g;light brown sugar;Bakery
397e7921ba58f77a9ce1;85;g;light brown sugar;Bakery
9f28504dfe4ea469ead6;375;g;puff pastry;Bakery
286a7c7866ffa2650643;140;g;sugar;Bakery
f17672605ba58e226ff9;50;g;sugar;Bakery
5abd684ef293eb899341;225;g;sugar;Bakery
992b01ee1b5c69845eec;100;g;sugar;Bakery
992b01ee1b5c69845eec;25;g;sugar;Bakery
12f84704141e5efcd98d;10;g;sugar;Bakery
4dc3a8de1fe1e7c78276;10;g;sugar;Bakery
ef43008554b87ff9d590;10;g;sugar;Bakery
18c4a29debd67599b36a;400;ml;coconut milk;Beverage
fbd0c5b8660e5b1815d9;250;ml;red wine;Beverage Alcoholic
02f1939873c5ed70986c;200;ml;red wine;Beverage Alcoholic
19d959d6874b812a9094;125;ml;red wine;Beverage Alcoholic
194dd9e1bf7694493015;225;ml;red wine;Beverage Alcoholic
cacfe28b4d2c6964be85;1;tbsp;Somerset Pomona;Beverage Alcoholic
cacfe28b4d2c6964be85;2;tbsp;Somerset Pomona;Beverage Alcoholic
fbd0c5b8660e5b1815d9;250;ml;white wine;Beverage Alcoholic
8978cc0ca9193bb8d7f3;100;ml;white wine;Beverage Alcoholic
f72acec0c134474aa129;175;ml;white wine;Beverage Alcoholic
cb63700d3badc09031a7;3;tbsp;pesto;Canned Goods
bce50bc9645667072133;350;g;tomato sauce;Canned Goods
18e04b3fff1325b4d244;2;tbsp;tomato sauce;Canned Goods
0528174c0168ac50d4d4;1;tbsp;tomato sauce;Canned Goods
19d959d6874b812a9094;2;tbsp;tomato sauce;Canned Goods
194dd9e1bf7694493015;2;tbsp;tomato sauce;Canned Goods
381784f839eae80dffe7;200;g;tomato sauce;Canned Goods
4dc3a8de1fe1e7c78276;1;tbsp;fish sauce;Condiment
24d25b308700d23f709b;2;tbsp;olive oil;Condiment
8b1fcfc80c7231df0d48;1;tbsp;olive oil;Condiment
f72acec0c134474aa129;2;tbsp;olive oil;Condiment
2346df08e1939e37ed64;2;tbsp;olive oil;Condiment
66c0531c06a9f27a851a;2;tbsp;olive oil;Condiment
781874bcf5aac010e8ff;2;tbsp;olive oil;Condiment
99b55a0d8e297048cfc0;3;tbsp;olive oil;Condiment
18e04b3fff1325b4d244;1;tbsp;olive oil;Condiment
4324264498e040b4fdc7;1;tbsp;olive oil;Condiment
a2f4e2e307aa28f20b89;1;tbsp;olive oil;Condiment
cb63700d3badc09031a7;1;tbsp;olive oil;Condiment
02f1939873c5ed70986c;1;tbsp;olive oil;Condiment
0528174c0168ac50d4d4;3;tbsp;olive oil;Condiment
19d959d6874b812a9094;1;tbsp;olive oil;Condiment
194dd9e1bf7694493015;1;tbsp;olive oil;Condiment
6de778e5c687e14b0e50;1;;pepper;Condiment
4324264498e040b4fdc7;1;;pepper;Condiment
4dc3a8de1fe1e7c78276;125;ml;rice vinegar;Condiment
5abd684ef293eb899341;1;tbsp;sunflower oil;Condiment
74195811e951e9fbe3f8;2;tbsp;sunflower oil;Condiment
381784f839eae80dffe7;2;tbsp;sunflower oil;Condiment
bce50bc9645667072133;1;tbsp;sunflower oil;Condiment
18c4a29debd67599b36a;1;tbsp;sunflower oil;Condiment
bdc7448d788edf8e88f4;2;tbsp;sunflower oil;Condiment
4dc3a8de1fe1e7c78276;1;tbsp;sunflower oil;Condiment
92699b7582199135ad27;4;tbsp;sunflower oil;Condiment
24d25b308700d23f709b;20;g;butter;Dairy
f72acec0c134474aa129;25;g;butter;Dairy
99b55a0d8e297048cfc0;50;g;butter;Dairy
0992b75fd5a8cc6a3e3e;90;g;butter;Dairy
684a85ea430c1fc1c513;25;g;butter;Dairy
02f1939873c5ed70986c;25;g;butter;Dairy
0528174c0168ac50d4d4;25;g;butter;Dairy
194dd9e1bf7694493015;25;g;butter;Dairy
397e7921ba58f77a9ce1;50;g;butter;Dairy
cb369a7d5b20b4bfb427;100;g;butter;Dairy
9f28504dfe4ea469ead6;50;g;butter;Dairy
78618932bf1e6eb7049d;150;g;butter;Dairy
992b01ee1b5c69845eec;100;g;butter;Dairy
755985659b42a5effc69;100;g;butter;Dairy
ef43008554b87ff9d590;85;g;butter;Dairy
12f84704141e5efcd98d;140;g;butter;Dairy
cacfe28b4d2c6964be85;200;g;butter;Dairy
f17672605ba58e226ff9;140;g;butter;Dairy
18e04b3fff1325b4d244;400;g;butter;Dairy
755985659b42a5effc69;50;g;butter;Dairy
286a7c7866ffa2650643;100;g;butter;Dairy
74195811e951e9fbe3f8;20;g;butter;Dairy
cacfe28b4d2c6964be85;200;g;butter;Dairy
25b3e1b39fa86f866446;375;g;butter;Dairy
359dd9119bc954ae526d;185;g;butter;Dairy
5abd684ef293eb899341;100;g;butter;Dairy
bce50bc9645667072133;50;g;cheddar;Dairy
287b2c962512f7153d66;50;g;cheddar;Dairy
0528174c0168ac50d4d4;200;g;cheddar;Dairy
02f1939873c5ed70986c;85;g;cheddar;Dairy
6549326c3784d1c5cff0;100;g;cheese;Dairy
781874bcf5aac010e8ff;150;ml;cream;Dairy
992b01ee1b5c69845eec;284;ml;cream;Dairy
0992b75fd5a8cc6a3e3e;50;ml;cream;Dairy
992b01ee1b5c69845eec;600;g;cream cheese;Dairy
ef43008554b87ff9d590;900;g;cream cheese;Dairy
24d25b308700d23f709b;20;g;creme fraiche;Dairy
99b55a0d8e297048cfc0;140;g;creme fraiche;Dairy
66c0531c06a9f27a851a;20;g;creme fraiche;Dairy
6de778e5c687e14b0e50;20;g;creme fraiche;Dairy
cb63700d3badc09031a7;20;g;creme fraiche;Dairy
8978cc0ca9193bb8d7f3;250;g;mascarpone;Dairy
286a7c7866ffa2650643;250;g;mascarpone;Dairy
5abd684ef293eb899341;10;ml;milk;Dairy
0528174c0168ac50d4d4;225;ml;milk;Dairy
755985659b42a5effc69;100;ml;milk;Dairy
5abd684ef293eb899341;150;ml;milk;Dairy
287b2c962512f7153d66;125;g;mozzarella;Dairy
f72acec0c134474aa129;50;g;parmesan;Dairy
19d959d6874b812a9094;75;g;parmesan;Dairy
bce50bc9645667072133;250;g;ricotta;Dairy
8978cc0ca9193bb8d7f3;284;ml;soured cream;Dairy
ef43008554b87ff9d590;284;ml;soured cream;Dairy
ef43008554b87ff9d590;142;ml;soured cream;Dairy
74195811e951e9fbe3f8;140;g;stilton;Dairy
a2f4e2e307aa28f20b89;4;tbsp;yogurt;Dairy
66c0531c06a9f27a851a;1;;salad;Dish
4dc3a8de1fe1e7c78276;1;;salad;Dish
684a85ea430c1fc1c513;300;g;basmati rice;Dry
8b1fcfc80c7231df0d48;100;g;beans;Dry
381784f839eae80dffe7;400;g;chickpea;Dry
a2f4e2e307aa28f20b89;200;g;chickpea;Dry
8b1fcfc80c7231df0d48;400;g;chickpea;Dry
755985659b42a5effc69;25;g;flour;Dry
99b55a0d8e297048cfc0;25;g;flour;Dry
359dd9119bc954ae526d;85;g;flour;Dry
cb369a7d5b20b4bfb427;100;g;flour;Dry
755985659b42a5effc69;200;g;flour;Dry
78618932bf1e6eb7049d;250;g;flour;Dry
0992b75fd5a8cc6a3e3e;2;tbsp;flour;Dry
381784f839eae80dffe7;2;tbsp;flour;Dry
0528174c0168ac50d4d4;3;tbsp;flour;Dry
ef43008554b87ff9d590;3;tbsp;flour;Dry
9f28504dfe4ea469ead6;1;tbsp;flour;Dry
78618932bf1e6eb7049d;1;tbsp;flour;Dry
bce50bc9645667072133;9;;lasagne sheets;Dry
bdc7448d788edf8e88f4;100;g;lentils;Dry
a2f4e2e307aa28f20b89;140;g;lentils;Dry
02f1939873c5ed70986c;410;g;lentils;Dry
18c4a29debd67599b36a;40;g;lentils;Dry
6549326c3784d1c5cff0;200;g;pasta;Dry
18c4a29debd67599b36a;175;g;peas;Dry
4324264498e040b4fdc7;250;g;rice;Dry
f72acec0c134474aa129;300;g;risotto rice;Dry
f17672605ba58e226ff9;140;g;self-raising flour;Dry
12f84704141e5efcd98d;140;g;self-raising flour;Dry
cacfe28b4d2c6964be85;140;g;self-raising flour;Dry
5abd684ef293eb899341;175;g;self-raising flour;Dry
19d959d6874b812a9094;400;g;spaghetti;Dry
18e04b3fff1325b4d244;140;g;spaghetti;Dry
6de778e5c687e14b0e50;140;g;crayfish tails;Fish
4dc3a8de1fe1e7c78276;600;g;prawns;Fish
66c0531c06a9f27a851a;10;g;prawns;Fish
99b55a0d8e297048cfc0;140;g;smoked mackerel;Fish
66c0531c06a9f27a851a;400;g;smoked salmon;Fish
99b55a0d8e297048cfc0;140;g;smoked salmon;Fish
25b3e1b39fa86f866446;50;g;apple;Fruit
397e7921ba58f77a9ce1;450;g;apple;Fruit
755985659b42a5effc69;70;g;apple;Fruit
cacfe28b4d2c6964be85;4;;apple;Fruit
6de778e5c687e14b0e50;1;;avocado;Fruit
7a62eaea1565c352310b;3;;avocado;Fruit
f17672605ba58e226ff9;2;tbsp;banana;Fruit
24d25b308700d23f709b;1;kg;butternut squash;Vegetable
781874bcf5aac010e8ff;1;kg;butternut squash;Vegetable
286a7c7866ffa2650643;700;g;cherries;Fruit
19d959d6874b812a9094;100;g;cherry tomatoes;Fruit
cb63700d3badc09031a7;200;g;cherry tomatoes;Fruit
9f28504dfe4ea469ead6;500;g;gooseberry;Fruit
286a7c7866ffa2650643;1;;lemon;Fruit
8b1fcfc80c7231df0d48;1;;lemon;Fruit
ef43008554b87ff9d590;1;;lemon;Fruit
99b55a0d8e297048cfc0;2;;lemon;Fruit
397e7921ba58f77a9ce1;1;;lemon;Fruit
2346df08e1939e37ed64;1;;lemon;Fruit
ef43008554b87ff9d590;1;;lemon;Fruit
ef43008554b87ff9d590;2;;lemon;Fruit
7a62eaea1565c352310b;1;;lime;Fruit
4dc3a8de1fe1e7c78276;1;;lime;Fruit
6de778e5c687e14b0e50;1;;lime;Fruit
66c0531c06a9f27a851a;1;;lime;Fruit
fbd0c5b8660e5b1815d9;1;;melon;Fruit
78618932bf1e6eb7049d;1;;orange;Fruit
78618932bf1e6eb7049d;800;g;plum;Fruit
684a85ea430c1fc1c513;85;g;raisins;Fruit
fbd0c5b8660e5b1815d9;200;g;raspberry;Fruit
12f84704141e5efcd98d;250;g;raspberry;Fruit
fbd0c5b8660e5b1815d9;200;g;strawberry;Fruit
992b01ee1b5c69845eec;400;g;strawberry;Fruit
8978cc0ca9193bb8d7f3;400;g;strawberry;Fruit
fbd0c5b8660e5b1815d9;50;g;strawberry;Fruit
fbd0c5b8660e5b1815d9;10;g;vanilla;Fruit
12f84704141e5efcd98d;1;tbsp;vanilla;Fruit
ef43008554b87ff9d590;1;tsp;vanilla;Fruit
755985659b42a5effc69;1;tbsp;vanilla;Fruit
cb369a7d5b20b4bfb427;1;tbsp;vanilla;Fruit
992b01ee1b5c69845eec;1;tbsp;vanilla;Fruit
fbd0c5b8660e5b1815d9;1;bunch;basil;Herb and Spice
cb63700d3badc09031a7;1;bunch;basil;Herb and Spice
19d959d6874b812a9094;1;bunch;basil;Herb and Spice
0992b75fd5a8cc6a3e3e;1;tbsp;bay leaf;Herb and Spice
684a85ea430c1fc1c513;1;tbsp;bay leaf;Herb and Spice
397e7921ba58f77a9ce1;1;tbsp;bay leaf;Herb and Spice
0528174c0168ac50d4d4;2;tbsp;bay leaf;Herb and Spice
19d959d6874b812a9094;2;tbsp;bay leaf;Herb and Spice
4324264498e040b4fdc7;1;tbsp;cajun spices;Herb and Spice
684a85ea430c1fc1c513;3;tbsp;cardamom;Herb and Spice
8b1fcfc80c7231df0d48;2;;celery;Herb and Spice
0528174c0168ac50d4d4;3;;celery;Herb and Spice
19d959d6874b812a9094;2;;celery;Herb and Spice
18e04b3fff1325b4d244;4;;celery;Herb and Spice
74195811e951e9fbe3f8;1;;celery;Herb and Spice
a2f4e2e307aa28f20b89;1;tsp;chili flakes;Herb and Spice
4dc3a8de1fe1e7c78276;2;tsp;chili flakes;Herb and Spice
684a85ea430c1fc1c513;1;;cinnamon stick;Herb and Spice
92699b7582199135ad27;1;;cinnamon stick;Herb and Spice
a2f4e2e307aa28f20b89;1;bunch;coriander;Herb and Spice
684a85ea430c1fc1c513;2;bunch;coriander;Herb and Spice
7a62eaea1565c352310b;1;bunch;coriander;Herb and Spice
8b1fcfc80c7231df0d48;1;bunch;coriander;Herb and Spice
bdc7448d788edf8e88f4;1;bunch;coriander;Herb and Spice
4dc3a8de1fe1e7c78276;2;bunch;coriander;Herb and Spice
92699b7582199135ad27;2;bunch;coriander;Herb and Spice
2346df08e1939e37ed64;1;bunch;coriander;Herb and Spice
4dc3a8de1fe1e7c78276;1;bunch;coriander;Herb and Spice
a2f4e2e307aa28f20b89;2;tbsp;cumin;Herb and Spice
92699b7582199135ad27;2;tbsp;cumin;Herb and Spice
2346df08e1939e37ed64;1;tbsp;cumin;Herb and Spice
8b1fcfc80c7231df0d48;2;tbsp;cumin;Herb and Spice
381784f839eae80dffe7;1;tbsp;cumin;Herb and Spice
684a85ea430c1fc1c513;4;tbsp;curry paste;Herb and Spice
bdc7448d788edf8e88f4;2;tbsp;curry paste;Herb and Spice
18c4a29debd67599b36a;2;tbsp;curry paste;Herb and Spice
92699b7582199135ad27;1;tbsp;fennel seeds;Herb and Spice
92699b7582199135ad27;1;tsp;garam masala;Herb and Spice
24d25b308700d23f709b;1;clove;garlic;Herb and Spice
381784f839eae80dffe7;1;clove;garlic;Herb and Spice
bdc7448d788edf8e88f4;2;clove;garlic;Herb and Spice
0992b75fd5a8cc6a3e3e;1;clove;garlic;Herb and Spice
99b55a0d8e297048cfc0;1;clove;garlic;Herb and Spice
2346df08e1939e37ed64;2;clove;garlic;Herb and Spice
18e04b3fff1325b4d244;2;clove;garlic;Herb and Spice
4324264498e040b4fdc7;2;clove;garlic;Herb and Spice
bce50bc9645667072133;2;clove;garlic;Herb and Spice
194dd9e1bf7694493015;2;clove;garlic;Herb and Spice
f72acec0c134474aa129;2;clove;garlic;Herb and Spice
0528174c0168ac50d4d4;2;clove;garlic;Herb and Spice
19d959d6874b812a9094;2;clove;garlic;Herb and Spice
92699b7582199135ad27;6;clove;garlic;Herb and Spice
25b3e1b39fa86f866446;2;clove;garlic;Herb and Spice
4dc3a8de1fe1e7c78276;10;g;ginger;Herb and Spice
66c0531c06a9f27a851a;20;g;ginger;Herb and Spice
92699b7582199135ad27;50;g;ginger;Herb and Spice
755985659b42a5effc69;1;tbsp;ground cinnamon;Herb and Spice
78618932bf1e6eb7049d;1;tbsp;ground cinnamon;Herb and Spice
755985659b42a5effc69;1;tbsp;ground cinnamon;Herb and Spice
381784f839eae80dffe7;1;tbsp;ground coriander;Herb and Spice
2346df08e1939e37ed64;1;tsp;ground turmeric;Herb and Spice
684a85ea430c1fc1c513;1;tsp;ground turmeric;Herb and Spice
92699b7582199135ad27;1;tsp;ground turmeric;Herb and Spice
4dc3a8de1fe1e7c78276;1;bunch;mint;Herb and Spice
fbd0c5b8660e5b1815d9;1;bunch;mint;Herb and Spice
0528174c0168ac50d4d4;10;g;nutmeg;Herb and Spice
19d959d6874b812a9094;1;bunch;oregano;Herb and Spice
0992b75fd5a8cc6a3e3e;1;bunch;parsley;Herb and Spice
381784f839eae80dffe7;1;bunch;parsley;Herb and Spice
f72acec0c134474aa129;1;bunch;parsley;Herb and Spice
99b55a0d8e297048cfc0;1;bunch;parsley;Herb and Spice
19d959d6874b812a9094;20;g;rosemary;Herb and Spice
02f1939873c5ed70986c;2;bunch;thyme;Herb and Spice
0528174c0168ac50d4d4;2;bunch;thyme;Herb and Spice
194dd9e1bf7694493015;2;bunch;thyme;Herb and Spice
25b3e1b39fa86f866446;2;bunch;thyme;Herb and Spice
19d959d6874b812a9094;4;;bacon;Meat
287b2c962512f7153d66;8;;bacon;Meat
0528174c0168ac50d4d4;1000;g;beef mince;Meat
19d959d6874b812a9094;500;g;beef mince;Meat
0528174c0168ac50d4d4;850;ml;beef stock;Meat
19d959d6874b812a9094;20;ml;beef stock;Meat
cb63700d3badc09031a7;4;;chicken breasts;Meat
4324264498e040b4fdc7;2;;chicken breasts;Meat
18c4a29debd67599b36a;2;;chicken breasts;Meat
287b2c962512f7153d66;4;;chicken breasts;Meat
684a85ea430c1fc1c513;4;;chicken breasts;Meat
194dd9e1bf7694493015;4;;chicken legs;Meat
25b3e1b39fa86f866446;400;g;chicken livers;Meat
4324264498e040b4fdc7;350;ml;chicken stock;Meat
684a85ea430c1fc1c513;850;ml;chicken stock;Meat
194dd9e1bf7694493015;500;ml;chicken stock;Meat
18c4a29debd67599b36a;300;ml;chicken stock;Meat
0992b75fd5a8cc6a3e3e;1000;ml;chicken stock;Meat
92699b7582199135ad27;250;ml;chicken stock;Meat
92699b7582199135ad27;8;;chicken thighs;Meat
4324264498e040b4fdc7;75;g;chorizo;Meat
286a7c7866ffa2650643;1;;eggs;Meat
9f28504dfe4ea469ead6;2;;eggs;Meat
99b55a0d8e297048cfc0;1;;eggs;Meat
12f84704141e5efcd98d;2;;eggs;Meat
cb369a7d5b20b4bfb427;2;;eggs;Meat
755985659b42a5effc69;2;;eggs;Meat
359dd9119bc954ae526d;3;;eggs;Meat
f17672605ba58e226ff9;2;;eggs;Meat
cacfe28b4d2c6964be85;3;;eggs;Meat
5abd684ef293eb899341;2;;eggs;Meat
ef43008554b87ff9d590;4;;eggs;Meat
12f84704141e5efcd98d;2;tbsp;ground almond;Nuts & Seed
286a7c7866ffa2650643;100;g;ground almond;Nuts & Seed
12f84704141e5efcd98d;140;g;ground almond;Nuts & Seed
cacfe28b4d2c6964be85;50;g;ground almond;Nuts & Seed
78618932bf1e6eb7049d;50;g;ground almond;Nuts & Seed
755985659b42a5effc69;3;tbsp;hazelnut;Nuts & Seed
4dc3a8de1fe1e7c78276;1;tbsp;peanuts;Nuts & Seed
781874bcf5aac010e8ff;10;g;pumpkin seeds;Nuts & Seed
397e7921ba58f77a9ce1;100;g;walnut;Nuts & Seed
74195811e951e9fbe3f8;1;;broccoli;Vegetable
18e04b3fff1325b4d244;1;;cabbage;Vegetable
bdc7448d788edf8e88f4;4;;carrots;Vegetable
0528174c0168ac50d4d4;3;;carrots;Vegetable
19d959d6874b812a9094;2;;carrots;Vegetable
02f1939873c5ed70986c;2;;carrots;Vegetable
18e04b3fff1325b4d244;3;;carrots;Vegetable
6de778e5c687e14b0e50;1;;chicory;Vegetable
24d25b308700d23f709b;2;;chili;Vegetable
7a62eaea1565c352310b;1;;chili;Vegetable
4dc3a8de1fe1e7c78276;1;;chili;Vegetable
19d959d6874b812a9094;1;;chili;Vegetable
bce50bc9645667072133;700;g;courgette;Vegetable
4dc3a8de1fe1e7c78276;3;;cucumber;Vegetable
74195811e951e9fbe3f8;1;;leek;Vegetable
f72acec0c134474aa129;50;g;mushroom;Vegetable
0992b75fd5a8cc6a3e3e;500;g;mushroom;Vegetable
f72acec0c134474aa129;250;g;mushroom;Vegetable
194dd9e1bf7694493015;200;g;mushroom;Vegetable
287b2c962512f7153d66;1;tbsp;mustard;Condiment
2346df08e1939e37ed64;1;tsp;mustard;Condiment
92699b7582199135ad27;1;;onion;Vegetable
2346df08e1939e37ed64;1;;onion;Vegetable
684a85ea430c1fc1c513;1;;onion;Vegetable
02f1939873c5ed70986c;1;;onion;Vegetable
18e04b3fff1325b4d244;1;;onion;Vegetable
8b1fcfc80c7231df0d48;1;;onion;Vegetable
19d959d6874b812a9094;2;;onion;Vegetable
0992b75fd5a8cc6a3e3e;2;;onion;Vegetable
bdc7448d788edf8e88f4;1;;onion;Vegetable
194dd9e1bf7694493015;1;;onion;Vegetable
4324264498e040b4fdc7;1;;onion;Vegetable
74195811e951e9fbe3f8;1;;onion;Vegetable
f72acec0c134474aa129;1;;onion;Vegetable
bce50bc9645667072133;1;;onion;Vegetable
99b55a0d8e297048cfc0;1;;onion;Vegetable
24d25b308700d23f709b;2;;onion;Vegetable
781874bcf5aac010e8ff;2;;onion;Vegetable
0528174c0168ac50d4d4;2;;onion;Vegetable
a2f4e2e307aa28f20b89;1;;onion;Vegetable
7a62eaea1565c352310b;1;;onion;Vegetable
381784f839eae80dffe7;1;;onion;Vegetable
bdc7448d788edf8e88f4;2;;parsnip;Vegetable
2346df08e1939e37ed64;4;;parsnip;Vegetable
99b55a0d8e297048cfc0;10;;potatoes;Vegetable
18e04b3fff1325b4d244;2;;potatoes;Vegetable
74195811e951e9fbe3f8;8;;potatoes;Vegetable
0528174c0168ac50d4d4;15;;potatoes;Vegetable
bdc7448d788edf8e88f4;17;;potatoes;Vegetable
4dc3a8de1fe1e7c78276;1;;shallot;Vegetable
4dc3a8de1fe1e7c78276;2;;shallot;Vegetable
18c4a29debd67599b36a;2;tbsp;sweet potato;Vegetable
02f1939873c5ed70986c;950;g;sweet potato;Vegetable
8b1fcfc80c7231df0d48;400;g;tomato;Vegetable
18e04b3fff1325b4d244;400;g;tomato;Vegetable
02f1939873c5ed70986c;400;g;tomato;Vegetable
92699b7582199135ad27;400;g;tomato;Vegetable
4324264498e040b4fdc7;400;g;tomato;Vegetable
a2f4e2e307aa28f20b89;400;g;tomato;Vegetable
7a62eaea1565c352310b;1;;tomato;Vegetable
2346df08e1939e37ed64;2;;tomato;Vegetable
19d959d6874b812a9094;400;g;tomato;Vegetable
8b1fcfc80c7231df0d48;600;ml;vegetable stock;Vegetable
bdc7448d788edf8e88f4;1;l;vegetable stock;Vegetable
74195811e951e9fbe3f8;1;l;vegetable stock;Vegetable
24d25b308700d23f709b;850;ml;vegetable stock;Vegetable
2346df08e1939e37ed64;12;l;vegetable stock;Vegetable
18e04b3fff1325b4d244;2;l;vegetable stock;Vegetable
f72acec0c134474aa129;1;tbsp;vegetable stock;Vegetable
02f1939873c5ed70986c;2;tbsp;vegetable stock;Vegetable
781874bcf5aac010e8ff;700;ml;vegetable stock;Vegetable
a2f4e2e307aa28f20b89;850;ml;vegetable stock;Vegetable
381784f839eae80dffe7;12;tsp;chili flakes;Herb and Spice
92699b7582199135ad27;1;tsp;chili flakes;Herb and Spice
3b4a5a7efce616b9c720;1;;lemon;Fruit
6a273fc5bda281a1050d;1;;lemon;Fruit
5f4db89807d5d1f23946;2;;lemon;Fruit
5f4db89807d5d1f23946;1;;chili;Vegetable
6944a360615d3b68389a;1;;avocado;Fruit
d6727f46fef9807326a2;1;;avocado;Fruit
ee73890b0f9fee414386;2;;avocado;Fruit
2ca0b7790c3238d9f9a3;250;g;rice;Dry
2aa986ba97ac6c0ba09f;2;l;beef stock;Meat
de519abd9941bdff93c8;155;g;hazelnut;Nuts & Seed
6944a360615d3b68389a;1;;brioche;Bakery
0412d199f71146f42257;300;g;broccoli;Vegetable
ee73890b0f9fee414386;1;bunch;coriander;Herb and Spice
6a273fc5bda281a1050d;1;bunch;coriander;Herb and Spice
edb04312c7426eb32fe9;1;bunch;thyme;Herb and Spice
32010bd86b84dee27a6c;50;g;butter;Dairy
4a98aa675da5bb5e445a;25;g;butter;Dairy
0412d199f71146f42257;85;g;butter;Dairy
dde21de18e237baabd12;140;g;butter;Dairy
e23a94d2d97032cbae31;85;g;butter;Dairy
5e08887a47fcf4a5b68f;100;ml;buttermilk;Dairy
0f6117099c5fb8356d62;250;ml;buttermilk;Dairy
3e7d26c4653d6de4140d;400;g;beans;Dry
d6727f46fef9807326a2;400;g;tomato;Vegetable
3e7d26c4653d6de4140d;400;g;tomato;Vegetable
86073e779a756565efb9;400;g;tomato;Vegetable
5f4db89807d5d1f23946;400;g;tomato;Vegetable
d6727f46fef9807326a2;196;g;corn;Dry
0f6117099c5fb8356d62;325;g;corn;Dry
202ae5a14e53772af2a6;2;tbsp;celeriac;Vegetable
0412d199f71146f42257;3;tbsp;celeriac;Vegetable
3b4a5a7efce616b9c720;175;g;cheddar;Dairy
e23a94d2d97032cbae31;600;g;cherry tomatoes;Fruit
6944a360615d3b68389a;2;tbsp;cherry tomatoes;Fruit
6944a360615d3b68389a;1;;chicken breasts;Meat
7b4a75c7a63924bacb2a;2;tbsp;chicken breasts;Meat
5f4db89807d5d1f23946;2;tbsp;chicken breasts;Meat
202ae5a14e53772af2a6;1;l;vegetable stock;Vegetable
15b882b5e7589eb10aab;1;tbsp;chicken stock;Meat
6a273fc5bda281a1050d;2;tbsp;chicken stock;Meat
15b882b5e7589eb10aab;8;tbsp;chicken thighs;Meat
3e7d26c4653d6de4140d;1;bunch;coriander;Herb and Spice
2ca0b7790c3238d9f9a3;1;bunch;coriander;Herb and Spice
4a98aa675da5bb5e445a;140;g;butter;Dairy
5e08887a47fcf4a5b68f;50;g;butter;Dairy
de519abd9941bdff93c8;110;g;butter;Dairy
3b4a5a7efce616b9c720;50;g;butter;Dairy
d6727f46fef9807326a2;1;bunch;coriander;Herb and Spice
ffc9de576eb8ce1deb32;1;tbsp;courgette;Vegetable
598fccc8ab06e9a83389;1;kg;courgette;Vegetable
b75f44023b45c1d6a82e;1;bunch;coriander;Herb and Spice
31ba495e2804d81a76db;1;g;soured cream;Dairy
5e08887a47fcf4a5b68f;1;;eggs;Meat
edb04312c7426eb32fe9;1;;eggs;Meat
e23a94d2d97032cbae31;1;;eggs;Meat
4a98aa675da5bb5e445a;2;;eggs;Meat
ee73890b0f9fee414386;4;;eggs;Meat
91696ebacc6c4ddfd3b4;4;;eggs;Meat
dde21de18e237baabd12;250;g;cheddar;Dairy
91696ebacc6c4ddfd3b4;140;g;cheddar;Dairy
598fccc8ab06e9a83389;100;g;cheddar;Dairy
86073e779a756565efb9;1;bunch;coriander;Herb and Spice
